uid,participant_id,video_id,narration,start_timestamp,stop_timestamp,start_frame,stop_frame,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
15138,P08,P08_23,wash off hands,00:13:28.66,00:13:30.00,48519,48600,wash-off,4,hand,12,['hand'],[12]
15139,P08,P08_23,get plastic bag,00:13:30.85,00:13:32.52,48651,48751,get,0,bag:plastic,20,['bag:plastic'],[20]
15140,P08,P08_23,close it,00:13:33.93,00:13:36.97,48835,49018,close,3,bag:plastic,20,['bag:plastic'],[20]
15141,P08,P08_23,open fridge,00:13:38.60,00:13:40.52,49116,49231,open,2,fridge,10,['fridge'],[10]
15142,P08,P08_23,place bag,00:13:40.24,00:13:42.55,49214,49353,place,1,bag,20,['bag'],[20]
15143,P08,P08_23,close fridge,00:13:42.65,00:13:44.67,49359,49480,close,3,fridge,10,['fridge'],[10]
15144,P08,P08_23,get bowl,00:13:44.51,00:13:45.52,49470,49531,get,0,bowl,6,['bowl'],[6]
15145,P08,P08_23,gets chilli,00:13:45.61,00:13:46.80,49536,49608,get,0,chilli,101,['chilli'],[101]
15146,P08,P08_23,tap on,00:13:49.62,00:13:51.09,49777,49865,tap-on,55,tap,3,['tap'],[3]
15147,P08,P08_23,wash chilli,00:13:50.37,00:13:51.61,49822,49896,wash,4,chilli,101,['chilli'],[101]
15149,P08,P08_23,search for plate,00:13:58.85,00:14:03.82,50331,50629,search-for,38,plate,4,['plate'],[4]
15150,P08,P08_23,get plate,00:14:04.15,00:14:06.45,50649,50787,get,0,plate,4,['plate'],[4]
15151,P08,P08_23,move bowl,00:14:06.47,00:14:07.35,50788,50841,move,9,bowl,6,['bowl'],[6]
15152,P08,P08_23,place plate,00:14:07.05,00:14:08.05,50823,50883,place,1,plate,4,['plate'],[4]
15153,P08,P08_23,place spring onion,00:14:09.15,00:14:14.15,50949,51249,place,1,onion:spring,14,['onion:spring'],[14]
15154,P08,P08_23,cut chilli,00:14:15.61,00:14:34.41,51336,52464,cut,5,chilli,101,['chilli'],[101]
15155,P08,P08_23,still cutting chilli,00:14:23.69,00:14:48.98,51821,53338,cut,5,chilli,101,['chilli'],[101]
15156,P08,P08_23,still cut chilli,00:14:41.67,00:14:48.60,52900,53316,cut,5,chilli,101,['chilli'],[101]
15157,P08,P08_23,throw away chilli bits,00:14:49.98,00:14:51.87,53398,53512,throw,8,bit:chilli,101,['bit:chilli'],[101]
15158,P08,P08_23,cut finely,00:14:55.51,00:15:02.84,53730,54170,cut,5,bit:chilli,101,['bit:chilli'],[101]
15159,P08,P08_23,cut finely the chilli,00:15:02.94,00:15:17.76,54176,55065,cut,5,chilli,101,['chilli'],[101]
15160,P08,P08_23,still cut finely chilli,00:15:22.37,00:15:38.69,55342,56321,cut,5,chilli,101,['chilli'],[101]
15161,P08,P08_23,finish cut chilli,00:15:39.44,00:15:47.68,56366,56860,finish,51,chilli,101,['chilli'],[101]
15162,P08,P08_23,open microwave,00:15:51.14,00:15:52.07,57068,57124,open,2,microwave,55,['microwave'],[55]
15163,P08,P08_23,open drawer,00:15:52.12,00:15:53.30,57127,57198,open,2,drawer,9,['drawer'],[9]
15164,P08,P08_23,get fork,00:15:53.91,00:15:55.29,57234,57317,get,0,fork,18,['fork'],[18]
15165,P08,P08_23,check potato,00:15:55.78,00:16:08.44,57346,58106,check,20,potato,27,['potato'],[27]
15166,P08,P08_23,check potatoes,00:15:56.08,00:16:08.31,57364,58098,check,20,potato,27,['potato'],[27]
15167,P08,P08_23,close microwave,00:16:08.35,00:16:10.27,58101,58216,close,3,microwave,55,['microwave'],[55]
15168,P08,P08_23,place fork,00:16:09.77,00:16:10.62,58186,58237,place,1,fork,18,['fork'],[18]
15169,P08,P08_23,open cupboard,00:16:11.01,00:16:11.77,58260,58306,open,2,cupboard,8,['cupboard'],[8]
15170,P08,P08_23,get bowl,00:16:13.59,00:16:15.24,58415,58514,get,0,bowl,6,['bowl'],[6]
15171,P08,P08_23,close cupboard,00:16:15.48,00:16:16.54,58528,58592,close,3,cupboard,8,['cupboard'],[8]
15172,P08,P08_23,open microwave,00:16:16.64,00:16:18.24,58598,58694,open,2,microwave,55,['microwave'],[55]
15173,P08,P08_23,place bowl,00:16:17.34,00:16:18.59,58640,58715,place,1,bowl,6,['bowl'],[6]
15174,P08,P08_23,close microwave,00:16:22.73,00:16:24.52,58963,59071,close,3,microwave,55,['microwave'],[55]
15175,P08,P08_23,start microwave,00:16:24.12,00:16:25.93,59047,59155,start,12,microwave,55,['microwave'],[55]
15176,P08,P08_23,take skins off garlic,00:16:29.72,00:16:41.92,59383,60115,take,0,skin,68,"['skin', 'garlic']","[68, 45]"
15177,P08,P08_23,put chilli on plate,00:16:46.44,00:16:52.27,60386,60736,put,1,plate,4,['plate'],[4]
15178,P08,P08_23,get garlic,00:16:52.91,00:16:53.83,60774,60829,get,0,garlic,45,['garlic'],[45]
15179,P08,P08_23,press garlic,00:16:53.90,00:16:56.08,60834,60964,press,23,garlic,45,['garlic'],[45]
15180,P08,P08_23,press garlic,00:16:56.67,00:17:02.40,61000,61344,press,23,garlic,45,['garlic'],[45]
15181,P08,P08_23,take skins off garlic,00:17:03.19,00:17:07.44,61391,61646,take,0,skin,68,"['skin', 'garlic']","[68, 45]"
15182,P08,P08_23,take skins off garlic,00:17:07.83,00:17:14.67,61669,62080,take,0,skin,68,"['skin', 'garlic']","[68, 45]"
15183,P08,P08_23,place garlic,00:17:14.76,00:17:16.08,62085,62164,place,1,garlic,45,['garlic'],[45]
15184,P08,P08_23,press garlic,00:17:18.95,00:17:20.82,62337,62449,press,23,garlic,45,['garlic'],[45]
15185,P08,P08_23,take skins off garlic,00:17:21.28,00:17:25.36,62476,62721,take,0,skin,68,"['skin', 'garlic']","[68, 45]"
15186,P08,P08_23,press garlic,00:17:30.89,00:17:33.23,63053,63193,press,23,garlic,45,['garlic'],[45]
15187,P08,P08_23,take skins off garlic,00:17:34.34,00:17:41.09,63260,63665,take,0,skin,68,"['skin', 'garlic']","[68, 45]"
15188,P08,P08_23,take skins off garlic,00:17:41.01,00:17:49.34,63660,64160,take,0,skin,68,"['skin', 'garlic']","[68, 45]"
15189,P08,P08_23,throw away garlic bits,00:17:52.33,00:17:55.74,64339,64544,throw,8,bit:garlic,45,['bit:garlic'],[45]
15190,P08,P08_23,tap off,00:17:56.59,00:17:57.18,64595,64630,tap-off,86,tap,3,['tap'],[3]
15191,P08,P08_23,wash hands,00:17:57.17,00:17:58.67,64630,64720,wash,4,hand,12,['hand'],[12]
15192,P08,P08_23,wipe off,00:17:59.28,00:18:00.33,64756,64819,wipe-off,4,hand,12,['hand'],[12]
15193,P08,P08_23,take garlic press,00:18:00.52,00:18:01.85,64831,64910,take,0,press:garlic,314,['press:garlic'],[314]
15194,P08,P08_23,open cupboard,00:18:02.69,00:18:03.55,64961,65013,open,2,cupboard,8,['cupboard'],[8]
15195,P08,P08_23,take bowl,00:18:03.90,00:18:05.11,65034,65106,take,0,bowl,6,['bowl'],[6]
15196,P08,P08_23,place bowl,00:18:04.44,00:18:08.08,65066,65284,place,1,bowl,6,['bowl'],[6]
15197,P08,P08_23,put garlic in garlic press,00:18:09.74,00:18:11.46,65384,65487,put,1,press:garlic,314,['press:garlic'],[314]
15198,P08,P08_23,squeeze,00:18:11.56,00:18:14.33,65493,65659,squeeze,21,press:garlic,314,['press:garlic'],[314]
15199,P08,P08_23,put garlic in garlic press,00:18:14.43,00:18:18.68,65665,65920,put,1,press:garlic,314,['press:garlic'],[314]
15200,P08,P08_23,squeeze the press,00:18:18.65,00:18:21.11,65919,66066,squeeze,21,press,314,['press'],[314]
15201,P08,P08_23,put garlic in garlic press,00:18:23.75,00:18:25.77,66225,66346,put,1,press:garlic,314,['press:garlic'],[314]
15202,P08,P08_23,squeeze press,00:18:25.61,00:18:27.79,66336,66467,squeeze,21,press,314,['press'],[314]
15203,P08,P08_23,use knife,00:18:27.75,00:18:30.02,66465,66601,use,45,knife,5,['knife'],[5]
15204,P08,P08_23,put garlic in bowl,00:18:29.44,00:18:32.30,66566,66738,put,1,garlic,45,"['garlic', 'bowl']","[45, 6]"
15205,P08,P08_23,put the rest of garlic,00:18:40.22,00:18:50.52,67213,67831,put,1,rest,318,"['rest', 'garlic']","[318, 45]"
15206,P08,P08_23,tap on,00:18:51.16,00:18:51.94,67869,67916,tap-on,55,tap,3,['tap'],[3]
15207,P08,P08_23,wash hands,00:18:51.75,00:18:52.83,67905,67969,wash,4,hand,12,['hand'],[12]
15208,P08,P08_23,wipe off,00:18:52.95,00:18:54.03,67977,68041,wipe-off,4,hand,12,['hand'],[12]
15209,P08,P08_23,open microwave,00:18:55.46,00:18:57.18,68127,68230,open,2,microwave,55,['microwave'],[55]
15210,P08,P08_23,get potatoes,00:18:58.02,00:19:01.99,68281,68519,get,0,potato,27,['potato'],[27]
15211,P08,P08_23,place potatoes in bowl,00:19:02.09,00:19:04.73,68525,68683,place,1,potato,27,"['potato', 'bowl']","[27, 6]"
15212,P08,P08_23,get potatoes,00:19:04.83,00:19:09.23,68689,68953,get,0,potato,27,['potato'],[27]
15213,P08,P08_23,place potatoes in bowl,00:19:09.33,00:19:12.22,68959,69133,place,1,potato,27,"['potato', 'bowl']","[27, 6]"
15214,P08,P08_23,get potato,00:19:12.32,00:19:14.43,69139,69265,get,0,potato,27,['potato'],[27]
15215,P08,P08_23,close microwave,00:19:15.00,00:19:16.64,69300,69398,close,3,microwave,55,['microwave'],[55]
15216,P08,P08_23,start microwave,00:19:17.36,00:19:20.95,69441,69657,start,12,microwave,55,['microwave'],[55]
15217,P08,P08_23,open cupboard,00:19:23.23,00:19:24.31,69793,69858,open,2,cupboard,8,['cupboard'],[8]
15218,P08,P08_23,get olive oil,00:19:24.20,00:19:25.39,69852,69923,get,0,oil:olive,24,['oil:olive'],[24]
15219,P08,P08_23,get salt,00:19:25.46,00:19:26.35,69927,69981,get,0,salt,31,['salt'],[31]
15220,P08,P08_23,pour salt,00:19:26.45,00:19:29.38,69987,70162,pour,7,salt,31,['salt'],[31]
15221,P08,P08_23,pour olive oil,00:19:29.35,00:19:32.73,70161,70363,pour,7,oil:olive,24,['oil:olive'],[24]
15222,P08,P08_23,mix garlic in mortar bowl,00:19:34.76,00:19:40.65,70485,70839,mix,6,garlic,45,"['garlic', 'bowl:mortar']","[45, 241]"
15223,P08,P08_23,still mix garlic,00:19:37.65,00:20:01.43,70659,72085,mix,6,garlic,45,['garlic'],[45]
15224,P08,P08_23,press garlic in mortar bowl,00:19:42.01,00:19:45.01,70920,71100,press,23,garlic,45,"['garlic', 'bowl:mortar']","[45, 241]"
15225,P08,P08_23,add chilli in bowl,00:20:01.19,00:20:04.54,72071,72272,add-in,25,bowl,6,['bowl'],[6]
15226,P08,P08_23,still mix garlic,00:20:09.02,00:20:14.93,72541,72895,mix,6,garlic,45,['garlic'],[45]
15227,P08,P08_23,open cupboard,00:20:15.96,00:20:16.97,72957,73018,open,2,cupboard,8,['cupboard'],[8]
15228,P08,P08_23,open fridge,00:20:16.82,00:20:17.94,73009,73076,open,2,fridge,10,['fridge'],[10]
15229,P08,P08_23,get yoghurt,00:20:19.47,00:20:20.34,73168,73220,get,0,yoghurt,116,['yoghurt'],[116]
15230,P08,P08_23,open yoghurt bowl,00:20:22.87,00:20:25.58,73372,73534,open,2,bowl:yoghurt,6,['bowl:yoghurt'],[6]
15231,P08,P08_23,open drawer,00:20:26.74,00:20:27.98,73604,73678,open,2,drawer,9,['drawer'],[9]
15232,P08,P08_23,get spoon,00:20:28.06,00:20:33.63,73683,74017,get,0,spoon,7,['spoon'],[7]
15233,P08,P08_23,pour yoghurt,00:20:36.73,00:20:40.60,74203,74436,pour,7,yoghurt,116,['yoghurt'],[116]
15234,P08,P08_23,mix yoghurt in bowl,00:20:40.38,00:20:52.92,74422,75175,mix,6,yoghurt,116,"['yoghurt', 'bowl']","[116, 6]"
15235,P08,P08_23,mix yoghurt in bowl,00:20:48.00,00:21:06.48,74880,75988,mix,6,yoghurt,116,"['yoghurt', 'bowl']","[116, 6]"
15236,P08,P08_23,pour yoghurt,00:20:53.65,00:20:57.01,75219,75420,pour,7,yoghurt,116,['yoghurt'],[116]
15237,P08,P08_23,place pesto,00:21:13.71,00:21:16.30,76422,76578,place,1,pesto,136,['pesto'],[136]
15238,P08,P08_23,add yoghurt,00:21:15.88,00:21:24.14,76552,77048,add,25,yoghurt,116,['yoghurt'],[116]
15239,P08,P08_23,mix yoghurt in bowl,00:21:24.24,00:21:31.24,77054,77474,mix,6,yoghurt,116,"['yoghurt', 'bowl']","[116, 6]"
15240,P08,P08_23,close yoghurt,00:21:31.34,00:21:33.56,77480,77613,close,3,yoghurt,116,['yoghurt'],[116]
15241,P08,P08_23,open fridge,00:21:34.43,00:21:35.63,77665,77737,open,2,fridge,10,['fridge'],[10]
15242,P08,P08_23,place yoghurt,00:21:35.57,00:21:36.86,77734,77811,place,1,yoghurt,116,['yoghurt'],[116]
15243,P08,P08_23,close fridge,00:21:37.16,00:21:38.10,77829,77886,close,3,fridge,10,['fridge'],[10]
15244,P08,P08_23,wipe hands,00:21:39.61,00:21:41.00,77976,78060,wipe,4,hand,12,['hand'],[12]
15245,P08,P08_23,move bowl,00:21:40.88,00:21:44.09,78052,78245,move,9,bowl,6,['bowl'],[6]
15246,P08,P08_23,take plate,00:21:44.43,00:21:46.61,78265,78396,take,0,plate,4,['plate'],[4]
15247,P08,P08_23,put chilli in salad,00:21:49.03,00:21:51.68,78541,78700,put,1,salad,54,['salad'],[54]
15248,P08,P08_23,pour spring onion over salad,00:21:51.65,00:22:00.11,78699,79206,pour,7,onion:spring,14,"['onion:spring', 'salad']","[14, 54]"
15249,P08,P08_23,place plate,00:22:00.01,00:22:02.13,79200,79327,place,1,plate,4,['plate'],[4]
15250,P08,P08_23,place bowl,00:22:02.11,00:22:03.79,79326,79427,place,1,bowl,6,['bowl'],[6]
15251,P08,P08_23,tap on,00:22:04.64,00:22:05.71,79478,79542,tap-on,55,tap,3,['tap'],[3]
15252,P08,P08_23,wipe hands,00:22:07.23,00:22:08.35,79633,79701,wipe,4,hand,12,['hand'],[12]
15253,P08,P08_23,open cupboard,00:22:08.39,00:22:09.41,79703,79764,open,2,cupboard,8,['cupboard'],[8]
15254,P08,P08_23,place garlic,00:22:08.60,00:22:10.13,79716,79807,place,1,garlic,45,['garlic'],[45]
15255,P08,P08_23,wipe hands,00:22:10.23,00:22:11.99,79813,79919,wipe,4,hand,12,['hand'],[12]
15256,P08,P08_23,open dishwasher,00:22:13.20,00:22:14.81,79992,80088,open,2,dishwasher,49,['dishwasher'],[49]
15257,P08,P08_23,close dishwasher,00:22:15.61,00:22:16.67,80136,80200,close,3,dishwasher,49,['dishwasher'],[49]
15258,P08,P08_23,check kiwi,00:22:19.19,00:22:23.69,80351,80621,check,20,kiwi,186,['kiwi'],[186]
15259,P08,P08_23,get bell pepper,00:22:23.95,00:22:24.81,80637,80688,get,0,pepper:bell,46,['pepper:bell'],[46]
15260,P08,P08_23,tap on,00:22:26.04,00:22:27.19,80762,80831,tap-on,55,tap,3,['tap'],[3]
15261,P08,P08_23,wash bell pepper,00:22:27.02,00:22:28.16,80821,80889,wash,4,pepper:bell,46,['pepper:bell'],[46]
15262,P08,P08_23,cut bell pepper,00:22:30.24,00:22:33.01,81014,81180,cut,5,pepper:bell,46,['pepper:bell'],[46]
15263,P08,P08_23,remove stems,00:22:32.96,00:22:44.47,81177,81868,remove,10,pepper:bell,46,['pepper:bell'],[46]
15264,P08,P08_23,wash bell pepper,00:22:44.57,00:22:52.31,81874,82338,wash,4,pepper:bell,46,['pepper:bell'],[46]
15265,P08,P08_23,wash bell pepper,00:22:52.41,00:23:01.66,82344,82899,wash,4,pepper:bell,46,['pepper:bell'],[46]
15266,P08,P08_23,close tap,00:22:59.46,00:23:00.97,82767,82858,close,3,tap,3,['tap'],[3]
15267,P08,P08_23,get food processor,00:23:03.31,00:23:04.31,82998,83058,get,0,processor:food,146,['processor:food'],[146]
15268,P08,P08_23,place food processor back,00:23:04.41,00:23:11.76,83064,83505,place,1,processor:food,146,['processor:food'],[146]
15269,P08,P08_23,open microwave,00:23:11.96,00:23:14.56,83517,83673,open,2,microwave,55,['microwave'],[55]
15270,P08,P08_23,check potato,00:23:15.11,00:23:22.37,83706,84142,check,20,potato,27,['potato'],[27]
15271,P08,P08_23,close microwave,00:23:22.27,00:23:23.94,84136,84236,close,3,microwave,55,['microwave'],[55]
15272,P08,P08_23,cut bell pepper,00:23:28.16,00:23:35.26,84489,84915,cut,5,pepper:bell,46,['pepper:bell'],[46]
15273,P08,P08_23,place bell pepper in food processor,00:23:36.30,00:23:41.33,84978,85279,place,1,pepper:bell,46,"['pepper:bell', 'processor:food']","[46, 146]"
15274,P08,P08_23,close food processor,00:23:42.95,00:23:44.93,85377,85495,close,3,processor:food,146,['processor:food'],[146]
15275,P08,P08_23,turn on food processor,00:23:44.92,00:23:49.51,85495,85770,turn-on,12,processor:food,146,['processor:food'],[146]
15276,P08,P08_23,turn off,00:23:49.16,00:23:51.79,85749,85907,turn-off,15,processor:food,146,['processor:food'],[146]
15277,P08,P08_23,open drawer,00:23:53.66,00:23:55.31,86019,86118,open,2,drawer,9,['drawer'],[9]
15278,P08,P08_23,get chopstick,00:23:54.91,00:23:56.68,86094,86200,get,0,chopstick,117,['chopstick'],[117]
15279,P08,P08_23,move the bell pepper,00:23:56.53,00:24:02.49,86191,86549,move,9,pepper:bell,46,['pepper:bell'],[46]
15280,P08,P08_23,start food processor,00:24:11.52,00:24:13.03,87091,87181,start,12,processor:food,146,['processor:food'],[146]
15281,P08,P08_23,stop food processor,00:24:17.17,00:24:19.74,87430,87584,stop,51,processor:food,146,['processor:food'],[146]
15282,P08,P08_23,open food processor,00:24:23.17,00:24:24.52,87790,87871,open,2,processor:food,146,['processor:food'],[146]
15283,P08,P08_23,place bell pepper in bowl,00:24:24.37,00:24:51.02,87862,89461,place,1,pepper:bell,46,"['pepper:bell', 'bowl']","[46, 6]"
15284,P08,P08_23,mixed salad,00:24:49.91,00:24:56.56,89394,89793,mix,6,salad,54,['salad'],[54]
15285,P08,P08_23,place away food processor,00:24:56.97,00:25:00.57,89818,90034,place-away,1,processor:food,146,['processor:food'],[146]
15286,P08,P08_23,get bit,00:25:00.84,00:25:04.60,90050,90276,get,0,processor:food,146,['processor:food'],[146]
15287,P08,P08_23,throw away bit,00:25:04.70,00:25:06.19,90282,90371,throw,8,processor:food,146,['processor:food'],[146]
15288,P08,P08_23,get bell pepper bit,00:25:07.03,00:25:13.40,90421,90804,get,0,pepper:bell,46,"['pepper:bell', 'bit']","[46, 0]"
15289,P08,P08_23,throw away bit,00:25:13.50,00:25:14.69,90810,90881,throw,8,pepper:bell,46,['pepper:bell'],[46]
15290,P08,P08_23,open water,00:25:14.79,00:25:16.57,90887,90994,open,2,water,17,['water'],[17]
15291,P08,P08_23,wash hands,00:25:16.36,00:25:17.69,90981,91061,wash,4,hand,12,['hand'],[12]
15292,P08,P08_23,tap off,00:25:17.79,00:25:18.73,91067,91123,tap-off,86,tap,3,['tap'],[3]
15293,P08,P08_23,get kitchen towel,00:25:19.62,00:25:21.69,91177,91301,get,0,towel:kitchen,66,['towel:kitchen'],[66]
15294,P08,P08_23,wipe of hands,00:25:21.21,00:25:24.06,91272,91443,wipe-of,4,hand,12,['hand'],[12]
15295,P08,P08_23,open microwave,00:25:24.16,00:25:29.53,91449,91771,open,2,microwave,55,['microwave'],[55]
15296,P08,P08_24,enter kitchen,00:00:00.00,00:00:01.98,1,118,enter,42,kitchen,123,['kitchen'],[123]
15297,P08,P08_24,open microwave,00:00:02.05,00:00:03.50,122,210,open,2,microwave,55,['microwave'],[55]
15298,P08,P08_24,open cupboard,00:00:05.16,00:00:06.14,309,368,open,2,cupboard,8,['cupboard'],[8]
15299,P08,P08_24,get pan,00:00:06.37,00:00:12.29,382,737,get,0,pan,1,['pan'],[1]
15300,P08,P08_24,place pan,00:00:13.18,00:00:14.11,790,846,place,1,pan,1,['pan'],[1]
15301,P08,P08_24,open,00:00:14.38,00:00:16.21,862,972,open,2,pan,1,['pan'],[1]
15302,P08,P08_24,open cupboard,00:00:16.74,00:00:17.79,1004,1067,open,2,cupboard,8,['cupboard'],[8]
15303,P08,P08_24,get garlic,00:00:17.85,00:00:19.21,1071,1152,get,0,garlic,45,['garlic'],[45]
15304,P08,P08_24,get tissue,00:00:21.26,00:00:22.51,1275,1350,get,0,tissue,187,['tissue'],[187]
15305,P08,P08_24,mash garlic,00:00:29.58,00:00:31.99,1774,1919,mash,37,garlic,45,['garlic'],[45]
15306,P08,P08_24,take skins,00:00:32.79,00:00:37.79,1967,2267,take,0,skin,68,['skin'],[68]
15307,P08,P08_24,press garlic,00:00:38.31,00:00:41.59,2298,2495,press,23,garlic,45,['garlic'],[45]
15308,P08,P08_24,take skins off,00:00:42.68,00:00:47.39,2560,2843,take,0,skin,68,['skin'],[68]
15309,P08,P08_24,place garlic,00:00:46.67,00:00:48.28,2800,2896,place,1,garlic,45,['garlic'],[45]
15310,P08,P08_24,press garlic,00:00:52.64,00:00:53.91,3158,3234,press,23,garlic,45,['garlic'],[45]
15311,P08,P08_24,take off skins,00:00:54.79,00:00:59.79,3287,3587,take-off,10,skin,68,['skin'],[68]
15312,P08,P08_24,place garlic,00:01:00.81,00:01:01.92,3648,3715,place,1,garlic,45,['garlic'],[45]
15313,P08,P08_24,chop garlic,00:01:02.72,00:01:14.86,3763,4491,chop,5,garlic,45,['garlic'],[45]
15314,P08,P08_24,throw bits,00:01:23.49,00:01:25.44,5009,5126,throw,8,garlic,45,['garlic'],[45]
15315,P08,P08_24,move kettle,00:01:26.67,00:01:28.01,5200,5280,move,9,kettle,38,['kettle'],[38]
15316,P08,P08_24,placing meat,00:01:31.63,00:01:32.35,5497,5541,place,1,meat,26,['meat'],[26]
15317,P08,P08_24,getting pan,00:01:33.76,00:01:34.94,5625,5696,get,0,pan,1,['pan'],[1]
15318,P08,P08_24,closing microwave,00:01:36.72,00:01:38.06,5803,5883,close,3,microwave,55,['microwave'],[55]
15319,P08,P08_24,move crusts,00:01:38.44,00:01:39.56,5906,5973,move,9,microwave,55,['microwave'],[55]
15320,P08,P08_24,place pan,00:01:40.88,00:01:42.01,6052,6120,place,1,pan,1,['pan'],[1]
15321,P08,P08_24,take skin off,00:01:43.17,00:01:44.56,6190,6273,take,0,skin,68,['skin'],[68]
15322,P08,P08_24,still take skin off,00:01:44.66,00:01:57.94,6279,7076,take,0,skin,68,['skin'],[68]
15323,P08,P08_24,get knife,00:01:58.69,00:01:59.62,7121,7177,get,0,knife,5,['knife'],[5]
15324,P08,P08_24,cut potato skin,00:01:59.70,00:02:04.19,7182,7451,cut,5,skin:potato,68,['skin:potato'],[68]
15325,P08,P08_24,cut skin,00:02:00.60,00:02:04.05,7236,7443,cut,5,skin,68,['skin'],[68]
15326,P08,P08_24,place knife,00:02:05.19,00:02:06.39,7511,7583,place,1,knife,5,['knife'],[5]
15327,P08,P08_24,get chopping board,00:02:08.53,00:02:10.38,7711,7822,get,0,board:chopping,19,['board:chopping'],[19]
15328,P08,P08_24,place chopping board,00:02:10.05,00:02:11.50,7803,7890,place,1,board:chopping,19,['board:chopping'],[19]
15329,P08,P08_24,get potato,00:02:12.28,00:02:13.68,7936,8020,get,0,potato,27,['potato'],[27]
15330,P08,P08_24,cut potato,00:02:20.18,00:02:23.20,8410,8592,cut,5,potato,27,['potato'],[27]
15331,P08,P08_24,get potato,00:02:24.37,00:02:26.56,8662,8793,get,0,potato,27,['potato'],[27]
15332,P08,P08_24,get potato,00:02:25.00,00:02:26.80,8700,8808,get,0,potato,27,['potato'],[27]
15333,P08,P08_24,cut potato,00:02:26.31,00:02:29.93,8778,8995,cut,5,potato,27,['potato'],[27]
15334,P08,P08_24,get potato,00:02:29.97,00:02:30.70,8998,9042,get,0,potato,27,['potato'],[27]
15335,P08,P08_24,cut potato,00:02:30.80,00:02:32.18,9048,9130,cut,5,potato,27,['potato'],[27]
15336,P08,P08_24,cut potato,00:02:32.26,00:02:34.78,9135,9286,cut,5,potato,27,['potato'],[27]
15337,P08,P08_24,cut potato,00:02:33.10,00:02:35.14,9186,9308,cut,5,potato,27,['potato'],[27]
15338,P08,P08_24,get potato,00:02:35.24,00:02:36.56,9314,9393,get,0,potato,27,['potato'],[27]
15339,P08,P08_24,half potato,00:02:36.66,00:02:39.05,9399,9543,halve,5,potato,27,['potato'],[27]
15340,P08,P08_24,cut potato,00:02:38.01,00:02:42.53,9480,9751,cut,5,potato,27,['potato'],[27]
15341,P08,P08_24,open cupboard,00:02:47.60,00:02:49.05,10056,10143,open,2,cupboard,8,['cupboard'],[8]
15342,P08,P08_24,get oil,00:02:48.92,00:02:50.71,10135,10242,get,0,oil,24,['oil'],[24]
15343,P08,P08_24,place oil,00:02:50.69,00:02:54.91,10241,10494,place,1,oil,24,['oil'],[24]
15344,P08,P08_24,use a chopstick,00:02:58.46,00:03:03.80,10707,11028,use,45,chopstick,117,['chopstick'],[117]
15345,P08,P08_24,get spoon,00:03:05.80,00:03:08.98,11148,11338,get,0,spoon,7,['spoon'],[7]
15346,P08,P08_24,move oil,00:03:09.08,00:03:12.86,11344,11571,move,9,oil,24,['oil'],[24]
15347,P08,P08_24,check oil,00:03:12.87,00:03:16.53,11572,11791,check,20,oil,24,['oil'],[24]
15348,P08,P08_24,place spoon,00:03:16.60,00:03:18.51,11796,11910,place,1,spoon,7,['spoon'],[7]
15349,P08,P08_24,get garlic,00:03:20.47,00:03:21.56,12028,12093,get,0,garlic,45,['garlic'],[45]
15350,P08,P08_24,place garlic,00:03:21.61,00:03:23.58,12096,12214,place,1,garlic,45,['garlic'],[45]
15351,P08,P08_24,get garlic,00:03:24.39,00:03:27.42,12263,12445,get,0,garlic,45,['garlic'],[45]
15352,P08,P08_24,place garlic,00:03:27.52,00:03:30.44,12451,12626,place,1,garlic,45,['garlic'],[45]
15353,P08,P08_24,mix garlic in pan,00:03:31.56,00:03:37.90,12693,13074,mix,6,garlic,45,"['garlic', 'pan']","[45, 1]"
15354,P08,P08_24,pressing garlic in pan,00:03:35.86,00:03:50.69,12951,13841,press,23,garlic,45,"['garlic', 'pan']","[45, 1]"
15355,P08,P08_24,place spoon,00:03:50.39,00:03:51.99,13823,13919,place,1,spoon,7,['spoon'],[7]
15356,P08,P08_24,place potato in pan,00:03:53.35,00:03:56.04,14001,14162,place,1,potato,27,"['potato', 'pan']","[27, 1]"
15357,P08,P08_24,still place potato in pan,00:03:58.97,00:04:05.18,14338,14710,place,1,potato,27,"['potato', 'pan']","[27, 1]"
15358,P08,P08_24,get potato,00:04:05.56,00:04:08.36,14733,14901,get,0,potato,27,['potato'],[27]
15359,P08,P08_24,put in pan,00:04:08.43,00:04:09.37,14905,14962,put-in,22,pan,1,['pan'],[1]
15360,P08,P08_24,still place potato in pan,00:04:10.29,00:04:46.05,15017,17163,place,1,potato,27,"['potato', 'pan']","[27, 1]"
15361,P08,P08_24,still use knife,00:04:23.62,00:04:27.90,15817,16073,use,45,knife,5,['knife'],[5]
15362,P08,P08_24,place potato in pan,00:04:25.33,00:04:50.20,15919,17412,place,1,potato,27,"['potato', 'pan']","[27, 1]"
15363,P08,P08_24,move pan,00:04:51.66,00:04:54.78,17499,17686,move,9,pan,1,['pan'],[1]
15364,P08,P08_24,put salt,00:04:54.99,00:05:00.26,17699,18015,put,1,salt,31,['salt'],[31]
15365,P08,P08_24,put pepper,00:05:01.48,00:05:03.64,18088,18218,put,1,pepper,46,['pepper'],[46]
15366,P08,P08_24,using pepper shaker,00:05:03.74,00:05:09.62,18224,18577,used,45,shaker:pepper,294,['shaker:pepper'],[294]
